Workspace_ID,Project_Type,Workspace_Region,Opportunity_ID
31966995,Billable,APAC,0062J00000ntxgNQAQ
31967025,Billable,APAC,0062J00000ntxgSQAQ
31970305,Billable,North America,0062J00000ntxT4QAI
31970895,Billable,North America,0062J00000nt7X9QAI
31976985,Billable,North America,0062J00000ntSUaQAM
31979225,Billable,North America,0062J00000ntxyxQAA
31980525,Billable,North America,0062J00000ntyqfQAA
32008095,Billable,APAC,0062J00000ntz5fQAA
32009755,Billable,EMEA,0062J00000ntAUSQA2
32010015,Billable,APAC,0062J00000ntVxzQAE
32011565,Billable,EMEA,0062J00000ntzQhQAI
32019235,Billable,North America,0062J00000ntXYOQA2
32020305,Billable,North America,0062J00000nu0F0QAI
32020645,Billable,EMEA,0062J00000ntrEOQAY
32026715,Billable,North America,0062J00000ntlTWQAY
32033845,Billable,EMEA,0062J00000nu0v6QAA
32036205,Billable,EMEA,0062J00000ooKKyQAM
32044105,Billable,North America,0062J00000nteRqQAI
32053535,Billable,APAC,0062J00000ntqGPQAY
32054725,Billable,APAC,0062J00000ntXCSQA2
32063565,Billable,North America,0062J00000nuBWgQAM
32064755,Billable,North America,0062J00000ntwruQAA
32065555,Billable,North America,0062J00000ntQgeQAE
32066945,Billable,North America,0062J00000ntU4XQAU
32067395,Billable,North America,0062J00000nuBouQAE
32068035,Billable,North America,0062J00000nu9u3QAA
32070275,Billable,North America,0062J00000nthI6QAI
32084145,Billable,North America,0062J00000ntWcxQAE
32093235,Billable,North America,0062J00000nuEITQA2
32094925,Billable,APAC,0062J00000nszAqQAI
32111115,Billable,N/A,N/A
32133365,Billable,North America,0062J00000nttBMQAY
32133875,Discretionary,N/A,N/A
32136565,Billable,North America,0062J00000nuEOqQAM
32137635,Billable,North America,0062J00000nuF8sQAE
32140435,Billable,North America,0062J00000q8jbyQAA
32142005,Billable,North America,0062J00000ntMEZQA2
32145775,Billable,North America,0062J00000opYazQAE
32149525,Billable,North America,0062J00000ntJfBQAU
32150725,Billable,APAC,0062J00000nshKDQAY
32151245,Billable,APAC,0062J00000ntsD2QAI
32158825,Billable,North America,0062J00000q8kxfQAA
32158945,Billable,North America,0062J00000nuBa0QAE
32159805,Billable,North America,0062J00000ntnXAQAY
32160755,Billable,North America,0062J00000nssYXQAY
32166275,Billable,North America,0062J00000nuEKzQAM
32166625,Billable,North America,0062J00000q8lUoQAI
32168145,Billable,North America,0062J00000ntKZzQAM
32188145,Billable,North America,0062J00000ntaM3QAI
32200445,Billable,EMEA,0062J00000ntga2QAA
32214535,Billable,North America,0062J00000nsoabQAA
32216585,Billable,North America,0062J00000q8oQGQAY
32217035,Billable,APAC,0062J00000omr8NQAQ
32219055,Billable,APAC,0062J00000q8nlNQAQ
32219825,Billable,EMEA,0062J00000nuEdCQAU
32221445,Billable,EMEA,0062J00000oorpSQAQ
32224715,Billable,North America,0062J00000q8oAhQAI
32224845,Billable,North America,0062J00000nu9pcQAA
32226845,Discretionary,N/A,N/A
32232655,Billable,North America,0062J00000q8oiUQAQ
32232725,Billable,North America,0062J00000ntvDQQAY
32235675,Billable,North America,0062J00000q8qbtQAA
32236325,Billable,APAC,0062J00000ntw98QAA
32245915,Billable,North America,0062J00000q8r4rQAA
32246495,Billable,North America,0062J00000nu9vQQAQ
32247655,Other Admin,N/A,N/A
32253655,Billable,North America,0062J00000nu0kXQAQ
32259295,Billable,North America,0062J00000ntpVOQAY
32259805,Billable,North America,0062J00000nu0iWQAQ
32260205,Billable,North America,0062J00000ooSd2QAE
32262905,Billable,EMEA,0062J00000q8qxMQAQ
32264015,Billable,EMEA,0062J00000q8t5EQAQ
32265005,Billable,North America,0062J00000q8qMEQAY
32275405,Billable,North America,0062J00000q8tMAQAY
32278905,Billable,APAC,0062J00000oqQtEQAU
32369715,Billable,APAC,0062J00000oq8y0QAA
32369925,Billable,EMEA,0062J00000nttnQQAQ
32370275,Billable,APAC,0062J00000q8kYvQAI
32371785,Billable,EMEA,0062J00000q8nxxQAA
32373205,Billable,North America,0062J00000q8vyRQAQ
32382415,Billable,North America,0062J00000q8uOzQAI
32385265,Billable,North America,0062J00000q8wreQAA
32387125,Billable,North America,0062J00000q8tqyQAA
32396215,Billable,North America,0062J00000q8uQCQAY
32397565,Billable,North America,0062J00000q8xuiQAA
32398585,Billable,North America,0062J00000nu4UnQAI
32398655,Billable,North America,0062J00000oqSc7QAE
32399655,Billable,North America,0062J00000ntz0LQAQ
32401575,Billable,North America,0062J00000ntcV5QAI
32403705,Billable,North America,0062J00000q8yigQAA
32404165,Billable,APAC,0062J00000ntDKEQA2
32406185,Billable,APAC,0062J00000oofrfQAA
32417465,Billable,North America,0062J00000ntG2IQAU
32428415,Billable,North America,0062J00000q8wmtQAA
32428915,Billable,APAC,0062J00000q8nmQQAQ
32429735,Billable,North America,0062J00000q8y4RQAQ
32436145,Billable,North America,0062J00000nsoyOQAQ
32436405,Billable,North America,0062J00000q8prpQAA
32436845,Billable,North America,0062J00000ntz1dQAA
32440195,Billable,North America,0062J00000q90qPQAQ
32442335,Billable,North America,0062J00000ntzzHQAQ
32443105,Billable,North America,0062J00000onSPVQA2
32443575,Billable,North America,0062J00000q90QHQAY
32446275,Billable,North America,0062J00000q8phGQAQ
32447165,Billable,APAC,0062J00000oqH3IQAU
32448505,Billable,APAC,0062J00000nt0hSQAQ
32448715,Billable,APAC,0062J00000ntK7KQAU
32448765,Billable,APAC,0062J00000nu0j0QAA
32450715,Billable,EMEA,0062J00000q8viYQAQ
32451355,Billable,N/A,N/A
32461805,Billable,N/A,N/A
32462555,Billable,North America,0062J00000q8y2QQAQ
32463855,Billable,North America,0062J00000q92wVQAQ
32467925,Billable,APAC,0062J00000ntowuQAA
32468785,Billable,North America,0062J00000q8oOyQAI
32471845,Billable,APAC,0062J00000nuCOSQA2
32475565,Billable,North America,0062J00000ntpFpQAI
32475875,Billable,EMEA,0062J00000oEd5nQAC
32477295,Billable,North America,0062J00000qEER9QAO
32486555,Billable,EMEA,0062J00000ntG3GQAU
32489175,Billable,North America,0062J00000q8zhbQAA
32490355,Billable,APAC,0062J00000oqBcnQAE
32490975,Billable,APAC,0062J00000oEe2BQAS
32496955,Billable,North America,0062J00000oEdXIQA0
32499005,Billable,EMEA,0062J00000nuCYhQAM
32500665,Billable,North America,0062J00000nuDx4QAE
32501935,Billable,North America,0062J00000oEd7ZQAS
32505175,Billable,Latin America,0062J00000oqRuYQAU
32509075,Billable,APAC,0062J00000oEfIKQA0
32582175,Billable,EMEA,0062J00000oqIfDQAU
32585685,Billable,North America,0062J00000oEg2XQAS
32589515,Billable,North America,0062J00000q8ubjQAA
32592965,Billable,APAC,0062J00000q8p9QQAQ
32594035,Billable,APAC,0062J00000nthQOQAY
32597965,Billable,APAC,0062J00000ooyTeQAI
32598885,Billable,North America,0062J00000q8s1eQAA
32604265,Billable,North America,0062J00000ntspGQAQ
32607885,Billable,North America,0062J00000ntVgFQAU
32608175,Billable,North America,0062J00000oEitWQAS
32609095,Billable,North America,0062J00000q8tOuQAI
32616605,Billable,North America,0062J00000ond4WQAQ
32618985,Billable,North America,0062J00000q8s7MQAQ
32626205,Billable,APAC,0062J00000ontNMQAY
32626475,Billable,N/A,N/A
32628075,Billable,APAC,0062J00000opnMaQAI
32634925,Billable,North America,0062J00000nuCv2QAE
32635695,Billable,North America,0062J00000q8xYpQAI
32642475,Billable,North America,0062J00000ntKpVQAU
32642755,Billable,North America,0062J00000oEloRQAS
32643115,Billable,North America,0062J00000oElSSQA0
32644925,Billable,North America,0062J00000oEkBqQAK
32645205,Billable,EMEA,0062J00000oEl20QAC
32646675,Billable,APAC,0062J00000oElybQAC
32649485,Billable,APAC,0062J00000oElsJQAS
32652715,Billable,North America,0062J00000q8yYRQAY
32656305,Billable,North America,0062J00000oElOBQA0
32659845,Billable,North America,0062J00000ntpaOQAQ
32661625,Billable,North America,0062J00000oEmMaQAK
32672775,Billable,North America,0062J00000q8r5vQAA
32687335,Billable,EMEA,0062J00000q8qyZQAQ
32692995,Billable,N/A,N/A
32694635,Billable,N/A,N/A
32696465,Billable,North America,0062J00000oElc8QAC
32698365,Billable,APAC,0062J00000ntPMIQA2
32700785,Billable,APAC,0062J00000oEqH1QAK
32704455,Billable,North America,0062J00000ntvPlQAI
32708155,Billable,North America,0062J00000oEdO6QAK
32709185,Billable,North America,0062J00000oEqrWQAS
32735725,Billable,APAC,0062J00000oEnIFQA0
32736235,Billable,APAC,0062J00000oElw1QAC
32736765,Billable,APAC,0062J00000oErnjQAC
32739845,Discretionary,N/A,N/A
32740635,Billable,EMEA,0062J00000q8xM1QAI
32744115,Billable,North America,0062J00000oEsMoQAK
32746605,Billable,North America,0062J00000oEsYQQA0
32751295,Billable,North America,0062J00000q8us6QAA
32753685,Billable,APAC,0062J00000nsz9OQAQ
32754725,Billable,North America,0062J00000oEqfkQAC
32754835,Billable,APAC,0062J00000oEtJOQA0
32755005,Billable,APAC,0062J00000qF7cfQAC
32755875,Billable,EMEA,0062J00000oErwvQAC
32757225,Billable,EMEA,0062J00000ooz20QAA
32766555,Billable,North America,0062J00000q8xK0QAI
32768295,Billable,North America,0062J00000oEuQSQA0
32769155,Billable,North America,0062J00000oEuW6QAK
32769325,Billable,APAC,0062J00000qQ2C6QAK
32771865,Billable,APAC,0062J00000oEufrQAC
32780215,Billable,EMEA,0062J00000oEd04QAC
32783845,Billable,North America,0062J00000oEvU8QAK
32794535,Billable,North America,0062J00000oEvmWQAS
32797255,Billable,APAC,0062J00000nsfrNQAQ
32798925,Billable,APAC,0062J00000oEnIKQA0
32799115,Billable,APAC,0062J00000q8sY1QAI
32802345,Billable,EMEA,0062J00000oEhCJQA0
32803735,Billable,EMEA,0062J00000ntA6gQAE
32816115,Billable,North America,0062J00000oEoQtQAK
32818375,Billable,North America,0062J00000oEskbQAC
32823675,Billable,APAC,0062J00000nt9z1QAA
32826685,Billable,EMEA,0062J00000oExuHQAS
32827875,Billable,EMEA,0062J00000opkkjQAA
32830925,Billable,EMEA,0062J00000oEyAxQAK
32835935,Billable,EMEA,0062J00000oEyBRQA0
32836195,Billable,EMEA,0062J00000oEyBbQAK
32840975,Billable,North America,0062J00000q912aQAA
32843095,Billable,North America,0062J00000oEyloQAC
32844035,Billable,North America,0062J00000nu9w4QAA
32857225,Billable,North America,0062J00000q91vFQAQ
32859095,Billable,North America,0062J00000oF0ANQA0
32874205,Billable,North America,0062J00000oF0nUQAS
32875065,Billable,North America,0062J00000oExQOQA0
32881205,Billable,APAC,0062J00000oEkZcQAK
32884105,Billable,EMEA,0062J00000q8woBQAQ
32884525,Billable,APAC,0062J00000ntbHlQAI
32886355,Discretionary,EMEA,N/A
32887305,Billable,North America,0062J00000oEpz7QAC
32887415,Billable,North America,0062J00000oEnunQAC
32888635,Billable,North America,0062J00000nt1DtQAI
32889915,Billable,North America,0062J00000oqBB3QAM
32893665,Billable,North America,0062J00000oEyFsQAK
32900455,Billable,North America,0062J00000oF2R3QAK
32904165,Billable,North America,0062J00000q8w80QAA
32904315,Billable,North America,0062J00000ntcZRQAY
32904465,Billable,APAC,0062J00000oEtDkQAK
32904505,Billable,APAC,0062J00000oF12FQAS
32924845,Billable,North America,0062J00000oEpLkQAK
32928285,Billable,North America,0062J00000oF3VNQA0
32928405,Billable,APAC,0062J00000opsHDQAY
32929785,Billable,APAC,0062J00000oF2aEQAS
32931125,Billable,APAC,0062J00000oF4CRQA0
32931345,Billable,EMEA,0062J00000oEuyjQAC
32931725,Billable,EMEA,0062J00000q8xX8QAI
32935465,Billable,APAC,0062J00000oEqGwQAK
32937055,Billable,North America,0062J00000q8qWTQAY
32939025,Billable,North America,0062J00000q8jTVQAY
32940425,Billable,North America,0062J00000ooP31QAE
32942455,Billable,North America,0062J00000oErMyQAK
32943135,Billable,North America,0062J00000oqCdoQAE
32945145,Billable,North America,0062J00000q8q6VQAQ
32949905,Billable,APAC,0062J00000oF5yJQAS
32950475,Billable,EMEA,0062J00000ntc7IQAQ
32959205,Billable,North America,0062J00000oF6BDQA0
32993435,Billable,North America,0062J00000q91MGQAY
33019155,Billable,North America,0062J00000oF6VNQA0
33033515,Billable,North America,0062J00000oEkVpQAK
33047225,Billable,North America,0062J00000oF4oDQAS
33054525,Billable,North America,0062J00000q8ukMQAQ
33059075,Billable,N/A,N/A
33059425,Billable,North America,0062J00000oEvSHQA0
33059685,Billable,North America,0062J00000oF71iQAC
33061155,Billable,N/A,N/A
33061335,Billable,North America,0062J00000oF77lQAC
33069735,Billable,APAC,0062J00000oorPSQAY
33071475,Billable,EMEA,0062J00000q8rPzQAI
33072375,Billable,North America,0062J00000oEldqQAC
33077375,Billable,North America,0062J00000oF7tVQAS
33077495,Billable,North America,0062J00000oF32VQAS
33079255,Billable,EMEA,0062J00000oF836QAC
33081435,Billable,North America,0062J00000oF8GjQAK
33084565,Billable,North America,0062J00000oF6NjQAK
33085495,Billable,North America,0062J00000oF5npQAC
33086005,Billable,North America,0062J00000nstLiQAI
33088275,Billable,North America,0062J00000oF8hEQAS
33088425,Billable,North America,0062J00000oEw8mQAC
33089275,Billable,North America,0062J00000oF8sAQAS
33089315,Billable,North America,0062J00000oF8sFQAS
33090085,Billable,North America,0062J00000oF8vTQAS
33090385,Billable,APAC,0062J00000ntsXgQAI
33093835,Billable,EMEA,0062J00000oEfQiQAK
33094685,Billable,EMEA,0062J00000oF6CpQAK
33099475,Billable,North America,0062J00000oEnkYQAS
33099885,Billable,North America,0062J00000nuDhfQAE
33101165,Billable,EMEA,0062J00000oEwmxQAC
33101445,Billable,North America,0062J00000oFAO5QAO
33103295,Billable,North America,0062J00000oFAXvQAO
33104325,Billable,North America,0062J00000q8p0JQAQ
33107365,Billable,North America,0062J00000oFAmqQAG
33107455,Billable,North America,0062J00000oEskWQAS
33108045,Billable,North America,0062J00000oF8TsQAK
33108125,Billable,North America,0062J00000oF8ntQAC
33110665,Billable,North America,0062J00000oFB7AQAW
33110955,Billable,North America,0062J00000ntnYhQAI
33111705,Billable,North America,0062J00000ntoEwQAI
33112155,Billable,APAC,0062J00000oEe26QAC
33113365,Billable,North America,0062J00000opx6vQAA
33113465,Billable,North America,0062J00000oFBFnQAO
33114155,Billable,APAC,0062J00000oEfKLQA0
33120875,Billable,EMEA,0062J00000oEl3NQAS
33121675,Billable,North America,0062J00000oFBtWQAW
33126785,Billable,EMEA,0062J00000oFCNMQA4
33131325,Billable,North America,0062J00000oFCX8QAO
33131545,Billable,North America,0062J00000nL1ueQAC
33132925,Billable,North America,0062J00000oFAPhQAO
33134465,Billable,North America,0062J00000oFCqjQAG
33134485,Billable,North America,0062J00000oF4y3QAC
33137195,Billable,APAC,0062J00000nsxP5QAI
33154435,Billable,North America,0062J00000q8nK2QAI
33155185,Billable,North America,0062J00000oExfbQAC
33161675,Billable,North America,0062J00000oEyeUQAS
33161995,Billable,North America,0062J00000oF6phQAC
33162215,Billable,North America,0062J00000oF7q2QAC
33162305,Billable,North America,0062J00000ntOAIQA2
33162825,Billable,North America,0062J00000oErHGQA0
33163165,Billable,North America,0062J00000oEvDqQAK
33171185,Billable,North America,0062J00000qPVLCQA4
33173105,Billable,North America,0062J00000qPVmvQAG
33173415,Billable,North America,0062J00000oFCRtQAO
33175655,Billable,North America,0062J00000qPW1CQAW
33183435,Billable,APAC,0062J00000oFBGbQAO
33184465,Billable,APAC,0062J00000ntLlFQAU
33186335,Billable,APAC,0062J00000oEgqhQAC
33186805,Billable,EMEA,0062J00000qPVz1QAG
33187055,Billable,EMEA,0062J00000oFDZcQAO
33188435,Billable,EMEA,0062J00000oFASgQAO
33190175,Billable,APAC,0062J00000qPXCVQA4
33197605,Billable,North America,0062J00000qPXgrQAG
33201315,Billable,North America,0062J00000qPXwfQAG
33201705,Billable,North America,0062J00000ntKySQAU
33201995,Billable,EMEA,0062J00000q8xR0QAI
33203275,Billable,North America,0062J00000oFALaQAO
33206125,Billable,North America,0062J00000nsoNSQAY
33207195,Billable,North America,0062J00000oF6o5QAC
33207555,Billable,N/A,N/A
33207885,Billable,North America,0062J00000ntpUuQAI
33241775,Billable,North America,0062J00000qPaZEQA0
33242025,Billable,North America,0062J00000q8uHtQAI
33242705,Billable,North America,0062J00000qPVkuQAG
33243225,Billable,APAC,0062J00000oFDDiQAO
33243355,Billable,APAC,0062J00000oEtO4QAK
33244605,Billable,APAC,0062J00000oExoiQAC
33245295,Billable,APAC,0062J00000q8yqrQAA
33247605,Billable,EMEA,0062J00000ntjfyQAA
33247625,Billable,N/A,N/A
33250275,Billable,North America,0062J00000qG3L7QAK
33251315,Billable,North America,0062J00000oF533QAC
33252065,Billable,EMEA,0062J00000qPZ7tQAG
33252105,Billable,EMEA,0062J00000qPZ8wQAG
33252285,Billable,North America,0062J00000qPZEfQAO
33253615,Billable,North America,0062J00000qPbEiQAK
33254135,Billable,North America,0062J00000qPaIDQA0
33254925,Billable,North America,0062J00000qPWOuQAO
33255395,Billable,EMEA,0062J00000oFC54QAG
33256235,Billable,North America,0062J00000oF6arQAC
33257105,Billable,EMEA,0062J00000ntvnPQAQ
33257805,Billable,North America,0062J00000qPbbhQAC
33292175,Billable,EMEA,0062J00000nuF6SQAU
33329945,Billable,North America,0062J00000qPbuyQAC
33333605,Billable,North America,0062J00000oFE4pQAG
33337515,Billable,APAC,0062J00000qParIQAS
33341375,Billable,EMEA,0062J00000qPXLrQAO
33343885,Billable,North America,0062J00000qPYOyQAO
33346565,Billable,North America,0062J00000qPZFJQA4
33346895,Billable,North America,0062J00000qPbVPQA0
33347555,Billable,North America,0062J00000oFAbsQAG
33348075,Billable,North America,0062J00000oF3pcQAC
33353425,Billable,North America,0062J00000oEv5VQAS
33355415,Billable,North America,0062J00000oEn85QAC
33356725,Billable,North America,0062J00000oEu7GQAS
33360115,Billable,APAC,0062J00000qPZ1bQAG
33362535,Billable,EMEA,0062J00000ntpOSQAY
33364665,Billable,APAC,0062J00000omyYZQAY
33370825,Billable,APAC,0062J00000oF45pQAC
33371125,Billable,EMEA,0062J00000qPeOiQAK
33373375,Billable,North America,0062J00000qPXnxQAG
33375285,Billable,North America,0062J00000oFEeOQAW
33375675,Billable,North America,0062J00000oErz1QAC
33382645,Billable,North America,0062J00000qPdcYQAS
33385445,Billable,North America,0062J00000oqDBiQAM
33386215,Billable,North America,0062J00000qPbKbQAK
33386865,Billable,North America,0062J00000qPdpNQAS
33386925,Billable,APAC,0062J00000qPZ2eQAG
33388125,Billable,APAC,0062J00000ntDY6QAM
33388175,Billable,North America,0062J00000qPbrfQAC
33388335,Billable,APAC,0062J00000oF141QAC
33392365,Billable,EMEA,0062J00000qPg0bQAC
33393165,Billable,North America,0062J00000ntTxMQAU
33397115,Billable,North America,0062J00000ntOTtQAM
33397695,Billable,North America,0062J00000q91CQQAY
33399415,Billable,North America,0062J00000ntdSqQAI
33400295,Billable,North America,0062J00000qPgdFQAS
33400325,Billable,North America,0062J00000qPaP5QAK
33400465,Billable,North America,0062J00000qPaS3QAK
33400815,Billable,North America,0062J00000qPgN7QAK
33401435,Billable,North America,0062J00000qPglYQAS
33403105,Billable,North America,0062J00000ntsrlQAA
33404935,Billable,APAC,0062J00000qPZ4fQAG
33406165,Billable,North America,0062J00000qPhD8QAK
33406995,Billable,North America,0062J00000qPXgNQAW
33409665,Billable,APAC,0062J00000oF5xfQAC
33410835,Billable,EMEA,0062J00000qPX3dQAG
33411235,Billable,EMEA,0062J00000oF0O5QAK
33411725,Billable,EMEA,0062J00000qPZ8IQAW
33412125,Billable,APAC,0062J00000qPhb5QAC
33415475,Billable,EMEA,0062J00000qPhiRQAS
33417835,Billable,North America,0062J00000qPi63QAC
33427235,Billable,North America,0062J00000qPe8pQAC
33427335,Billable,North America,0062J00000qPjApQAK
33431115,Billable,EMEA,0062J00000qPfsrQAC
33431535,Billable,EMEA,0062J00000oFADRQA4
33432275,Billable,EMEA,0062J00000qPjSPQA0
33433835,Billable,EMEA,0062J00000qPjcwQAC
33435315,Billable,North America,0062J00000oEt4dQAC
33435425,Billable,EMEA,0062J00000qPjmwQAC
33435855,Billable,North America,0062J00000qPiMzQAK
33437885,Billable,North America,0062J00000qPVO6QAO
33438055,Billable,North America,0062J00000qPh6MQAS
33439445,Billable,North America,0062J00000q91szQAA
33441125,Other Admin,N/A,N/A
33442945,Billable,North America,0062J00000qPkfSQAS
33445375,Billable,North America,0062J00000qPkvQQAS
33447375,Billable,APAC,0062J00000qPZ8hQAG
33447715,Billable,APAC,0062J00000q8m1iQAA
33447855,Billable,APAC,0062J00000qPl8FQAS
33455155,Billable,North America,0062J00000qPlA1QAK
33455265,Billable,APAC,0062J00000qPl4NQAS
33460005,Billable,EMEA,0062J00000oF090QAC
33462745,Billable,North America,0062J00000qPlYWQA0
33463795,Billable,North America,0062J00000qPla3QAC
33464815,Billable,North America,0062J00000qPgj3QAC
33468425,Billable,North America,0062J00000qPkuSQAS
33468545,Billable,North America,0062J00000qPhMeQAK
33468895,Billable,North America,0062J00000oEm1CQAS
33471505,Billable,North America,0062J00000oqQh8QAE
33471795,Billable,North America,0062J00000qPbOsQAK
33471815,Billable,North America,0062J00000qPlkdQAC
33472105,Billable,North America,0062J00000qPf5NQAS
33472185,Billable,North America,0062J00000nuFAKQA2
33473135,Billable,North America,0062J00000qPfW3QAK
33483305,Billable,APAC,0062J00000ntd5SQAQ
33484505,Billable,EMEA,0062J00000qPfreQAC
33484845,Billable,EMEA,0062J00000qPjTfQAK
33485905,Billable,North America,0062J00000qPn2HQAS
33485955,Billable,EMEA,0062J00000qPg8qQAC
33489605,Billable,North America,0062J00000qPnMRQA0
33492965,Billable,North America,0062J00000qPdoKQAS
33493105,Billable,North America,0062J00000qPkFtQAK
33493545,Billable,North America,0062J00000nuBbHQAU
33500675,Billable,North America,0062J00000oEoZ2QAK
33502645,Billable,North America,0062J00000qPkTWQA0
33502725,Billable,North America,0062J00000qPmUMQA0
33503625,Billable,North America,0062J00000qPYnZQAW
33504375,Billable,North America,0062J00000qPo6TQAS
33504695,Billable,North America,0062J00000qPmUlQAK
33505135,Billable,North America,0062J00000qPa67QAC
33506515,Billable,North America,0062J00000qPoZ1QAK
33513605,Billable,EMEA,N/A
33514275,Billable,EMEA,0062J00000qPfzOQAS
33517445,Billable,North America,0062J00000qPpA7QAK
33517675,Billable,North America,0062J00000oFCrhQAG
33519445,Billable,Latin America,0062J00000mrQMbQAM
33521125,Billable,North America,0062J00000nMAsdQAG
33521715,Billable,North America,0062J00000oF2CwQAK
33523215,Billable,North America,0062J00000qPmG5QAK
33523355,Billable,North America,0062J00000qPpnJQAS
33523715,Billable,North America,0062J00000qPnuwQAC
33524225,Billable,North America,0062J00000qPaYuQAK
33524465,Billable,North America,0062J00000qPp4OQAS
33524865,Billable,North America,0062J00000qPoRHQA0
33526825,Billable,North America,0062J00000qPq7TQAS
33528065,Billable,North America,0062J00000oF3DiQAK
33529405,Billable,APAC,0062J00000oF7VYQA0
33529545,Billable,North America,0062J00000qPqoDQAS
33529785,Billable,APAC,0062J00000qPofnQAC
33532155,Billable,EMEA,0062J00000oErx5QAC
33533065,Billable,APAC,0062J00000oEgqSQAS
33537795,Billable,North America,0062J00000qPrKkQAK
33538035,Billable,North America,0062J00000qPrLKQA0
33538315,Billable,North America,0062J00000qPqZhQAK
33538525,Billable,North America,0062J00000qPrBOQA0
33540805,Billable,North America,0062J00000qPpMwQAK
33540925,Billable,North America,0062J00000qPoYNQA0
33541385,Billable,North America,0062J00000qPrfyQAC
33541785,Billable,North America,0062J00000qPrZ7QAK
33542315,Billable,North America,0062J00000qPgw2QAC
33543245,Billable,North America,0062J00000oF5i1QAC
33544365,Billable,North America,0062J00000qPjodQAC
33544475,Billable,North America,0062J00000qPreqQAC
33546005,Billable,North America,0062J00000qPpmfQAC
33546555,Billable,North America,0062J00000qPoXPQA0
33547575,Billable,North America,0062J00000qPsX2QAK
33548565,Billable,North America,0062J00000qPsWnQAK
33549185,Billable,North America,0062J00000qPsecQAC
33549735,Billable,North America,0062J00000qPrU2QAK
33550105,Billable,North America,0062J00000oF8TyQAK
33550725,Billable,APAC,0062J00000oF4ALQA0
33550965,Billable,APAC,0062J00000qPlCTQA0
33552125,Billable,APAC,0062J00000qPl9DQAS
33553635,Billable,EMEA,0062J00000qPswHQAS
33557875,Billable,North America,0062J00000qPq6QQAS
33558615,Billable,EMEA,0062J00000qPeRXQA0
33561715,Billable,North America,0062J00000qPsTPQA0
33561975,Billable,North America,0062J00000qPsTjQAK
33562125,Billable,North America,0062J00000qPtkNQAS
33565905,Billable,North America,0062J00000qPnuAQAS
33566035,Billable,North America,0062J00000oF5p2QAC
33566635,Billable,North America,0062J00000qPuGOQA0
33567035,Billable,North America,0062J00000qPoZpQAK
33568725,Billable,APAC,0062J00000qPuRgQAK
33569545,Billable,APAC,0062J00000qPuVsQAK
33569585,Billable,North America,0062J00000qPachQAC
33569925,Billable,North America,0062J00000ophxVQAQ
33571435,Billable,APAC,0062J00000oEpVaQAK
33580995,Billable,EMEA,0062J00000oF7cAQAS
33581085,Billable,EMEA,0062J00000qPheEQAS
33583895,Billable,EMEA,0062J00000qPmwEQAS
33584175,Billable,EMEA,0062J00000oEl2AQAS
33584505,Billable,North America,0062J00000qPu0BQAS
33584605,Billable,EMEA,0062J00000ntossQAA
33586375,Billable,EMEA,0062J00000qPvH3QAK
33588005,Billable,North America,0062J00000qPv2NQAS
33588165,Billable,North America,0062J00000qPid7QAC
33588865,Billable,North America,0062J00000qPvLuQAK
33589545,Billable,North America,0062J00000nuFjnQAE
33589615,Billable,North America,0062J00000qPvd5QAC
33589925,Billable,North America,0062J00000qPvdFQAS
33591135,Billable,North America,0062J00000qPvmhQAC
33591345,Billable,North America,0062J00000qPvp6QAC
33591395,Billable,North America,0062J00000qPoXyQAK
33591465,Billable,North America,0062J00000qPtkmQAC
33591645,Billable,North America,0062J00000qPoYSQA0
33591945,Billable,North America,0062J00000oFCdVQAW
33593945,Billable,North America,0062J00000qPvxQQAS
33593995,Billable,North America,0062J00000onklPQAQ
33595125,Discretionary,N/A,N/A
33599465,Billable,APAC,0062J00000qPt2QQAS
33599715,Billable,APAC,0062J00000ntl1GQAQ
33603545,Billable,APAC,0062J00000qPqppQAC
33604075,Billable,APAC,0062J00000qPwtgQAC
33604705,Billable,APAC,0062J00000qPwuKQAS
33609395,Billable,EMEA,0062J00000qPx0XQAS
33610485,Billable,North America,0062J00000qPfceQAC
33610905,Billable,North America,0062J00000qPvsPQAS
33611245,Billable,EMEA,0062J00000qPfxDQAS
33611535,Billable,EMEA,0062J00000q8rOcQAI
33611805,Billable,North America,0062J00000qPxNWQA0
33614335,Billable,North America,0062J00000qPrkeQAC
33615035,Billable,North America,0062J00000qGEDbQAO
33615735,Billable,North America,0062J00000qPhDIQA0
33617385,Billable,Latin America,0062J00000qPvfuQAC
33618265,Billable,North America,0062J00000qPklBQAS
33618565,Billable,North America,0062J00000ntHPXQA2
33620155,Billable,North America,0062J00000qPneeQAC
33620875,Billable,North America,0062J00000qPy9lQAC
33621315,Billable,North America,0062J00000qPyCVQA0
33621365,Billable,North America,0062J00000oFB8SQAW
33621895,Billable,North America,0062J00000qPltBQAS
33622045,Billable,North America,0062J00000qPrniQAC
33624315,Billable,North America,0062J00000qPyRAQA0
33625265,Billable,APAC,0062J00000qPyUYQA0
33626395,Billable,APAC,0062J00000qPwndQAC
33626705,Billable,APAC,0062J00000ooE2IQAU
33628035,Billable,APAC,0062J00000qPuirQAC
33629365,Billable,EMEA,0062J00000qPlV8QAK
33629875,Billable,EMEA,0062J00000qPyiqQAC
33633575,Billable,North America,0062J00000qPzAhQAK
33633755,Billable,EMEA,0062J00000qPr4wQAC
33633805,Billable,EMEA,0062J00000opPlrQAE
